run_name,run_id,data_version,include_food,include_rain,include_text,conflict_only_embeddings,use_pca,k,n_splits,event_col,optimal_threshold,n_predictors,onset_aupr,onset_precision_class1,onset_recall_class1,onset_f1_class1,active_aupr,active_precision_class1,active_recall_class1,active_f1_class1,param_subsample,param_reg_lambda,param_reg_alpha,param_min_child_weight,param_max_depth,param_max_delta_step,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,param_k,param_n_splits,param_event_col
acled_event_food_text_conflict_pca_0.25_4,620ab2ccc8924990946aaf6399fcf713,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,0.25,4,event_type,0.142,37,0.4346,0.4151,0.967,0.5809,0.4434,0.43,0.9674,0.5953,0.6,10,1,1,5,5,0.1,1,0.6,0.8,0.25,4,event_type
acled_event_food_text_all_pca_0.25_4,e962e923ce0c471ba1fcf230f5d9f988,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,0.25,4,event_type,0.2264,56,0.4831,0.4213,1,0.5928,0.4406,0.4259,1,0.5974,1,10,2,3,7,0,0.1,3,0.6,0.8,0.25,4,event_type
acled_sub_food_text_conflict_pca_0.5_4,3deb7c4fc9714bfbaf91a26e2982b27e,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,4,sub_event_type,0.1522,55,0.4082,0.3704,1,0.5405,0.3909,0.3796,1,0.5503,0.6,10,1,5,7,5,0.1,5,0.6,0.6,0.5,4,sub_event_type
acled_sub_food_text_all_pca_0.5_4,89e01c9ad29d45f8b78a69912984e921,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,0.5,4,sub_event_type,0.3237,74,0.383,0.3704,1,0.5405,0.431,0.3796,1,0.5503,1,5,1,5,3,5,0.01,5,0.6,1,0.5,4,sub_event_type
acled_event_food_text_conflict_pca_0.5_4,01c3c3fc2e7c4aecaf14fd6e848352db,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,4,event_type,0.0812,37,0.399,0.3704,1,0.5405,0.3736,0.3796,1,0.5503,0.6,10,1,1,5,5,0.1,1,0.6,0.8,0.5,4,event_type
acled_event_food_text_all_pca_0.5_4,02e000f532fc43b9956ec67b78f79342,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,0.5,4,event_type,0.3324,56,0.396,0.3704,1,0.5405,0.4235,0.3796,1,0.5503,1,5,1,5,3,5,0.01,5,0.6,1,0.5,4,event_type
acled_sub_food_text_conflict_pca_1_4,c8d0763ba08c4db1b1dfba698777a400,acled_sub_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,1,4,sub_event_type,0.4407,55,0.4214,0.3443,0.6364,0.4468,0.3464,0.3193,0.6552,0.4294,0.8,5,2,5,3,0,0.01,0,0.8,0.6,1,4,sub_event_type
acled_sub_food_text_all_pca_1_4,18f0a639cd344209ba1f754bab1e0e22,acled_sub_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,1,4,sub_event_type,0.1578,74,0.3923,0.3101,0.7424,0.4375,0.3382,0.3047,0.6724,0.4194,1,5,0,3,3,0,0.1,1,1,0.8,1,4,sub_event_type
acled_event_food_text_conflict_pca_1_4,99d4b787edc8466a920dabc6deab6051,acled_event_food_text_conflict,TRUE,FALSE,TRUE,TRUE,TRUE,1,4,event_type,0.3163,37,0.3647,0.3056,1,0.4681,0.3693,0.2685,1,0.4234,0.8,10,1,5,3,1,0.01,0,0.6,1,1,4,event_type
acled_event_food_text_all_pca_1_4,6c38dc4f496d403d85c44eeb2de255e6,acled_event_food_text_all,TRUE,FALSE,TRUE,FALSE,TRUE,1,4,event_type,0.1139,56,0.2989,0.2973,0.8333,0.4382,0.3708,0.2948,0.8793,0.4416,0.8,1,1,3,3,1,0.1,3,1,0.6,1,4,event_type
acled_sub_food_0.25_4,85522b877fad4ffd9be3254c03f53621,acled_sub_food,TRUE,FALSE,FALSE,FALSE,FALSE,0.25,4,sub_event_type,0.4129,30,0.4508,0.4206,0.989,0.5902,0.4279,0.4279,1,0.5993,0.8,10,2,3,7,5,0.03,5,1,0.8,0.25,4,sub_event_type
acled_event_food_0.25_4,65ed9045711844c69a0ff05c53760c25,acled_event_food,TRUE,FALSE,FALSE,FALSE,FALSE,0.25,4,event_type,0.1294,12,0.4222,0.4213,1,0.5928,0.4649,0.4259,1,0.5974,0.8,1,1,3,3,1,0.1,3,1,0.6,0.25,4,event_type
acled_sub_food_0.5_4,f2b9554a745748bdb8bf3a7e97631d7b,acled_sub_food,TRUE,FALSE,FALSE,FALSE,FALSE,0.5,4,sub_event_type,0.3564,30,0.3912,0.3704,1,0.5405,0.3901,0.3796,1,0.5503,0.6,10,2,5,3,0,0.01,1,0.6,0.8,0.5,4,sub_event_type
acled_event_food_0.5_4,1b4ff8c7816449bf950ab326abac4eaa,acled_event_food,TRUE,FALSE,FALSE,FALSE,FALSE,0.5,4,event_type,0.1361,12,0.386,0.3674,0.9875,0.5356,0.3777,0.3796,1,0.5503,0.8,1,0.1,3,7,5,0.05,5,0.8,0.8,0.5,4,event_type
acled_sub_food_1_4,5f1c9d81af304b8488f6567ffb531a4e,acled_sub_food,TRUE,FALSE,FALSE,FALSE,FALSE,1,4,sub_event_type,0.0656,30,0.3585,0.3158,1,0.48,0.3286,0.2802,1,0.4377,1,5,0,1,3,5,0.1,0,1,0.6,1,4,sub_event_type
acled_event_food_1_4,5f8b253a217545b892918b2568938619,acled_event_food,TRUE,FALSE,FALSE,FALSE,FALSE,1,4,event_type,0.3355,12,0.321,0.3036,0.7727,0.4359,0.3675,0.2857,0.931,0.4372,0.8,10,2,1,7,5,0.03,1,0.6,0.6,1,4,event_type
acled_sub_rain_text_conflict_pca_0.25_4,8b1c8bf8e2d7484d8ecc3823885299da,acled_sub_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,TRUE,0.25,4,sub_event_type,0.2914,53,0.4258,0.4159,0.978,0.5836,0.4277,0.4333,0.9891,0.6026,0.6,5,0.1,5,7,5,0.03,3,0.6,0.8,0.25,4,sub_event_type
acled_sub_rain_text_all_pca_0.25_4,6a3e46485b7a437db4b8c9ebfd58d07a,acled_sub_rain_text_all,FALSE,TRUE,TRUE,FALSE,TRUE,0.25,4,sub_event_type,0.074,72,0.4183,0.4213,1,0.5928,0.4379,0.4259,1,0.5974,0.6,1,1,3,5,0,0.1,5,0.6,1,0.25,4,sub_event_type
acled_event_rain_text_conflict_pca_0.25_4,2cecdeab69514daf8652450dd35cbafc,acled_event_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,TRUE,0.25,4,event_type,0.2348,35,0.4178,0.4245,0.989,0.5941,0.4221,0.4327,0.9783,0.6,0.6,1,1,5,7,5,0.03,1,0.8,0.6,0.25,4,event_type
acled_event_rain_text_all_pca_0.25_4,46d460f40eb044c09d7b6539bcf83602,acled_event_rain_text_all,FALSE,TRUE,TRUE,FALSE,TRUE,0.25,4,event_type,0.1373,54,0.4207,0.4213,1,0.5928,0.4243,0.4259,1,0.5974,0.6,1,0.1,1,5,5,0.03,5,1,1,0.25,4,event_type
acled_sub_rain_text_conflict_pca_0.5_4,6503a1ef1a9a4a07828941d7bc0a4018,acled_sub_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,TRUE,0.5,4,sub_event_type,0.4004,53,0.3558,0.3692,0.9875,0.5374,0.3759,0.3796,1,0.5503,0.6,10,0.1,5,5,5,0.01,1,0.6,0.8,0.5,4,sub_event_type
acled_sub_rain_text_all_pca_0.5_4,84fc9f35e8a0411989bd810103e83c9c,acled_sub_rain_text_all,FALSE,TRUE,TRUE,FALSE,TRUE,0.5,4,sub_event_type,0.0324,72,0.3497,0.3704,1,0.5405,0.4101,0.3796,1,0.5503,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.5,4,sub_event_type
acled_event_rain_text_conflict_pca_0.5_4,b18a3c99285a43aea15d7e6f5c018ba2,acled_event_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,TRUE,0.5,4,event_type,0.4273,35,0.3478,0.3721,1,0.5424,0.3788,0.3832,1,0.5541,0.6,10,2,5,3,0,0.01,1,0.6,0.8,0.5,4,event_type
acled_event_rain_text_all_pca_0.5_4,3f69885f84b1454ea2286f2bbe379fb7,acled_event_rain_text_all,FALSE,TRUE,TRUE,FALSE,TRUE,0.5,4,event_type,0.0641,54,0.3802,0.3704,1,0.5405,0.3583,0.3796,1,0.5503,0.6,5,2,5,7,0,0.1,1,0.6,0.6,0.5,4,event_type
acled_sub_rain_text_conflict_pca_1_4,92b7e51f665246bfac00b804ca08b45d,acled_sub_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,TRUE,1,4,sub_event_type,0.3555,53,0.3631,0.2837,0.6061,0.3865,0.3882,0.3116,0.7414,0.4388,0.6,10,2,5,3,1,0.05,5,0.6,0.8,1,4,sub_event_type
acled_sub_rain_text_all_pca_1_4,a0352d2926014c21ac96cb9661e35f74,acled_sub_rain_text_all,FALSE,TRUE,TRUE,FALSE,TRUE,1,4,sub_event_type,0.2973,72,0.2788,0.25,0.3788,0.3012,0.3078,0.3068,0.4655,0.3699,0.6,10,1,1,5,5,0.1,3,0.8,0.8,1,4,sub_event_type
acled_event_rain_text_conflict_pca_1_4,ae3b53f4de3f418c9ba01ed6438ded4c,acled_event_rain_text_conflict,FALSE,TRUE,TRUE,TRUE,TRUE,1,4,event_type,0.4441,35,0.3528,0.3098,0.8636,0.456,0.4035,0.2802,1,0.4377,0.6,10,2,5,3,0,0.01,1,0.6,0.8,1,4,event_type
acled_event_rain_text_all_pca_1_4,6e874b37270f4959b6afb06d5c2c8a6c,acled_event_rain_text_all,FALSE,TRUE,TRUE,FALSE,TRUE,1,4,event_type,0.2808,54,0.2697,0.3254,0.6212,0.4271,0.303,0.301,0.5345,0.3851,0.6,1,2,5,3,0,0.1,3,1,0.8,1,4,event_type
acled_sub_rain_0.25_4,61bbfd3482274a92a8293ebc010a27f2,acled_sub_rain,FALSE,TRUE,FALSE,FALSE,FALSE,0.25,4,sub_event_type,0.1447,28,0.4276,0.4213,1,0.5928,0.4681,0.4259,1,0.5974,1,1,1,5,7,5,0.1,1,0.6,0.6,0.25,4,sub_event_type
acled_event_rain_0.25_4,e8bc208804fe46adb1c6c35d39ab192f,acled_event_rain,FALSE,TRUE,FALSE,FALSE,FALSE,0.25,4,event_type,0.2902,10,0.3878,0.4213,1,0.5928,0.4608,0.4259,1,0.5974,1,5,0,5,5,1,0.1,3,1,0.8,0.25,4,event_type
acled_sub_rain_0.5_4,af9fd0ddb69b4a0da933171ab5667f8e,acled_sub_rain,FALSE,TRUE,FALSE,FALSE,FALSE,0.5,4,sub_event_type,0.3877,28,0.3372,0.3592,0.6375,0.4595,0.4258,0.395,0.5732,0.4677,0.8,10,1,3,3,0,0.1,5,1,0.8,0.5,4,sub_event_type
acled_event_rain_0.5_4,16f6a8caf61d40c8bf86f36c9efdf2a8,acled_event_rain,FALSE,TRUE,FALSE,FALSE,FALSE,0.5,4,event_type,0.3908,10,0.3145,0.3403,0.6125,0.4375,0.4293,0.4035,0.561,0.4694,0.6,1,0.1,1,5,5,0.03,5,1,1,0.5,4,event_type
acled_sub_rain_1_4,f251431a92de4bbdb74cfc6228b33fcd,acled_sub_rain,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,sub_event_type,0.3869,28,0.2983,0.2977,0.5909,0.3959,0.3435,0.3119,0.5862,0.4072,0.6,10,1,5,7,5,0.1,5,0.6,0.6,1,4,sub_event_type
acled_event_rain_1_4,cff3c9ced511478dbf3a3a0ab340f655,acled_event_rain,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,event_type,0.3458,10,0.2867,0.3007,0.6515,0.4115,0.3806,0.3248,0.6552,0.4343,0.8,1,0,5,3,5,0.05,0,0.6,0.8,1,4,event_type
acled_sub_text_conflict_pca_0.25_4,76b16b1e3faf4cf3a49e19cab3dbabc8,acled_sub_text_conflict,FALSE,FALSE,TRUE,TRUE,TRUE,0.25,4,sub_event_type,0.1342,52,0.4292,0.4155,0.9451,0.5772,0.4552,0.4335,0.9565,0.5966,0.6,1,2,5,3,0,0.1,3,1,0.8,0.25,4,sub_event_type
acled_sub_text_all_pca_0.25_4,6de2dac7a1e4490399ecd6b886323f8b,acled_sub_text_all,FALSE,FALSE,TRUE,FALSE,TRUE,0.25,4,sub_event_type,0.1902,71,0.4212,0.4203,0.956,0.5839,0.4372,0.4306,0.9783,0.598,1,5,0,1,7,5,0.1,3,0.6,0.6,0.25,4,sub_event_type
acled_event_text_conflict_pca_0.25_4,3e9981245c6d445da9df7dddff13c109,acled_event_text_conflict,FALSE,FALSE,TRUE,TRUE,TRUE,0.25,4,event_type,0.2036,34,0.4403,0.4105,0.8571,0.5552,0.4044,0.4362,0.8913,0.5857,0.6,5,2,5,7,0,0.1,1,0.6,0.6,0.25,4,event_type
acled_event_text_all_pca_0.25_4,5775f5ddb7e34fe0acf18e38d50fec51,acled_event_text_all,FALSE,FALSE,TRUE,FALSE,TRUE,0.25,4,event_type,0.1832,53,0.4666,0.4213,1,0.5928,0.4337,0.4265,0.9783,0.5941,1,5,0,1,7,5,0.1,3,0.6,0.6,0.25,4,event_type
acled_sub_text_conflict_pca_0.5_4,aa73022f605747f0bd8a6c6308d10123,acled_sub_text_conflict,FALSE,FALSE,TRUE,TRUE,TRUE,0.5,4,sub_event_type,0.3589,52,0.3943,0.3171,0.4875,0.3842,0.4044,0.3696,0.4146,0.3908,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.5,4,sub_event_type
acled_sub_text_all_pca_0.5_4,db2cbbe6b0a74b8984467bc6008e8e86,acled_sub_text_all,FALSE,FALSE,TRUE,FALSE,TRUE,0.5,4,sub_event_type,0.0291,71,0.3865,0.3704,1,0.5405,0.3823,0.3796,1,0.5503,0.8,1,2,1,3,5,0.1,1,0.8,0.8,0.5,4,sub_event_type
acled_event_text_conflict_pca_0.5_4,8dc408ba4fda4549a3e142f3f318e15c,acled_event_text_conflict,FALSE,FALSE,TRUE,TRUE,TRUE,0.5,4,event_type,0.3135,34,0.3764,0.3593,0.75,0.4858,0.4294,0.3973,0.7073,0.5088,0.6,10,1,5,7,5,0.1,5,0.6,0.6,0.5,4,event_type
acled_event_text_all_pca_0.5_4,d18a2c37185e4a7f980e4ad97ecbb106,acled_event_text_all,FALSE,FALSE,TRUE,FALSE,TRUE,0.5,4,event_type,0.1206,53,0.3508,0.3704,1,0.5405,0.4067,0.3796,1,0.5503,0.6,5,2,1,5,1,0.05,1,0.6,0.6,0.5,4,event_type
acled_sub_text_conflict_pca_1_4,313c2964313a41b3a23acd5bbb8017a8,acled_sub_text_conflict,FALSE,FALSE,TRUE,TRUE,TRUE,1,4,sub_event_type,0.471,52,0.4179,0.4878,0.303,0.3738,0.4037,0.4412,0.2586,0.3261,0.6,10,1,3,7,1,0.05,5,0.6,1,1,4,sub_event_type
acled_sub_text_all_pca_1_4,f35aabd780574a4d91d297a8fed5a6e0,acled_sub_text_all,FALSE,FALSE,TRUE,FALSE,TRUE,1,4,sub_event_type,0.2024,71,0.3148,0.2989,0.7879,0.4333,0.3736,0.3121,0.7586,0.4422,0.8,1,0,5,3,5,0.03,5,1,0.6,1,4,sub_event_type
acled_event_text_conflict_pca_1_4,072d155c8dc74694a42842408846bfab,acled_event_text_conflict,FALSE,FALSE,TRUE,TRUE,TRUE,1,4,event_type,0.3404,34,0.4084,0.2891,0.5606,0.3814,0.4001,0.3008,0.6379,0.4088,0.8,10,1,3,3,0,0.1,5,1,0.8,1,4,event_type
acled_event_text_all_pca_1_4,597377b148254238aeb36d5b866038a9,acled_event_text_all,FALSE,FALSE,TRUE,FALSE,TRUE,1,4,event_type,0.0943,53,0.311,0.2888,0.8182,0.4269,0.3675,0.3067,0.7931,0.4423,1,1,0,5,7,5,0.03,0,0.6,1,1,4,event_type
acled_sub_0.25_4,708bb42115cf4257a23488a6a7d6e45d,acled_sub,FALSE,FALSE,FALSE,FALSE,FALSE,0.25,4,sub_event_type,0.2727,27,0.4002,0.4213,1,0.5928,0.4726,0.4259,1,0.5974,1,1,1,5,5,5,0.01,0,1,1,0.25,4,sub_event_type
acled_event_0.25_4,736fb0dc907c4c45aa8e17d2fd0c29b2,acled_event,FALSE,FALSE,FALSE,FALSE,FALSE,0.25,4,event_type,0.3765,9,0.4156,0.4011,0.8022,0.5348,0.4582,0.4074,0.7174,0.5197,1,5,0,1,7,5,0.1,3,0.6,0.6,0.25,4,event_type
acled_sub_0.5_4,644844308b3b4e5fb7e66f3c84453fd6,acled_sub,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,4,sub_event_type,0.2418,27,0.4019,0.3704,1,0.5405,0.4111,0.3814,1,0.5522,0.6,10,2,5,5,1,0.05,1,0.8,0.6,0.5,4,sub_event_type
acled_event_0.5_4,65a664f5e3074ed981e4f798425513f5,acled_event,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,4,event_type,0.285,9,0.3486,0.3738,1,0.5442,0.436,0.385,1,0.5559,0.6,5,2,1,7,5,0.03,3,0.8,1,0.5,4,event_type
acled_sub_1_4,23dc63542f334e9296fdd012de87a55d,acled_sub,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,sub_event_type,0.4925,27,0.3334,0.2941,0.303,0.2985,0.3766,0.375,0.4655,0.4154,0.6,5,2,5,5,0,0.1,5,0.6,1,1,4,sub_event_type
acled_event_1_4,9b73b01440c8402c962e20f67fe7d91d,acled_event,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,event_type,0.4176,9,0.3167,0.2975,0.5455,0.385,0.3992,0.3303,0.6207,0.4311,0.6,1,0,3,5,5,0.03,5,0.8,0.8,1,4,event_type
acled_sub_food_rain_text_conflict_0.25_4,c37fbdac3712434b973b444260cdd4aa,acled_sub_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,0.25,4,sub_event_type,0.3333,800,0.4612,0.4233,1,0.5948,0.4014,0.4279,1,0.5993,0.8,10,2,3,7,5,0.03,5,1,0.8,0.25,4,sub_event_type
acled_sub_food_rain_text_conflict_pca_0.25_5,49284d0f6cd1415c94646315a1a77876,acled_sub_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,TRUE,0.25,5,sub_event_type,0.1189,56,0.4605,0.4292,1,0.6007,0.4184,0.4265,0.9783,0.5941,0.8,5,0,5,7,0,0.1,0,0.6,0.6,0.25,5,sub_event_type
acled_sub_food_rain_text_conflict_0.25_5,0c38b2d758ec4a71b2777c5c5aeee2ee,acled_sub_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,0.25,5,sub_event_type,0.3471,800,0.4392,0.4213,1,0.5928,0.4039,0.4259,1,0.5974,0.6,10,0,1,7,1,0.01,3,1,1,0.25,5,sub_event_type
acled_sub_food_rain_text_all_0.25_4,122d9eac46584740b4ba979c8fe72cda,acled_sub_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,0.25,4,sub_event_type,0.0571,800,0.3893,0.4213,1,0.5928,0.4131,0.4259,1,0.5974,0.6,1,1,3,5,0,0.1,5,0.6,1,0.25,4,sub_event_type
acled_sub_food_rain_text_all_pca_0.25_5,d7f292c8315d4907b6de641a058bdf64,acled_sub_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,TRUE,0.25,5,sub_event_type,0.2709,75,0.4713,0.4213,1,0.5928,0.4196,0.4259,1,0.5974,0.8,1,0,5,3,1,0.03,0,0.8,0.6,0.25,5,sub_event_type
acled_sub_food_rain_text_all_0.25_5,252ae8d730a0430e8c2cd6a3df492d5e,acled_sub_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,0.25,5,sub_event_type,0.1214,800,0.4555,0.4213,1,0.5928,0.4288,0.4259,1,0.5974,0.6,10,0,1,3,5,0.05,3,1,0.6,0.25,5,sub_event_type
acled_event_food_rain_text_conflict_0.25_4,6302b0d1b70d44f9b18609f11cd72471,acled_event_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,0.25,4,event_type,0.4233,782,0.4863,0.4213,1,0.5928,0.3933,0.4279,1,0.5993,0.8,10,2,3,3,5,0.01,5,0.8,0.8,0.25,4,event_type
acled_event_food_rain_text_conflict_pca_0.25_5,a6ea9c10c9da4df589a674963440ed52,acled_event_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,TRUE,0.25,5,event_type,0.1542,38,0.4157,0.4078,0.9231,0.5657,0.4656,0.4278,0.9022,0.5804,0.6,1,0,3,3,1,0.1,0,0.8,1,0.25,5,event_type
acled_event_food_rain_text_conflict_0.25_5,2c56f9f6913a47ec938900c1bfedd25c,acled_event_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,0.25,5,event_type,0.378,782,0.4833,0.4213,1,0.5928,0.4409,0.4259,1,0.5974,0.6,10,0.1,1,3,1,0.01,5,0.6,0.8,0.25,5,event_type
acled_event_food_rain_text_all_0.25_4,56b454ba9a204170bec57c24d800910e,acled_event_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,0.25,4,event_type,0.2254,782,0.4415,0.4171,0.967,0.5828,0.4419,0.4272,0.9565,0.5906,0.6,10,1,5,7,5,0.1,5,0.6,0.6,0.25,4,event_type
acled_event_food_rain_text_all_pca_0.25_5,5f9ae7491bb449489f44d25221f91e43,acled_event_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,TRUE,0.25,5,event_type,0.0507,57,0.4295,0.4213,1,0.5928,0.4077,0.4259,1,0.5974,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.25,5,event_type
acled_event_food_rain_text_all_0.25_5,1d1eacb8f2ac4c9b8ee7498693711bd4,acled_event_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,0.25,5,event_type,0.1646,782,0.428,0.4213,1,0.5928,0.4086,0.4259,1,0.5974,0.6,10,0.1,1,7,0,0.03,0,0.8,1,0.25,5,event_type
acled_sub_food_rain_text_conflict_0.5_4,8359b49d71504229a3c96dd5492d56d0,acled_sub_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,0.5,4,sub_event_type,0.1661,800,0.3776,0.3704,1,0.5405,0.3765,0.3796,1,0.5503,0.6,5,0.1,5,5,5,0.03,1,1,1,0.5,4,sub_event_type
acled_sub_food_rain_text_conflict_pca_0.5_5,4902bedd4a3c4b608e65e013e62cbd0a,acled_sub_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,TRUE,0.5,5,sub_event_type,0.3626,56,0.3439,0.3704,1,0.5405,0.362,0.3796,1,0.5503,0.6,1,0,1,3,1,0.01,1,0.6,1,0.5,5,sub_event_type
acled_sub_food_rain_text_conflict_0.5_5,1eae982943454e67a1da850cdf99f563,acled_sub_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,0.5,5,sub_event_type,0.2724,800,0.3955,0.3777,0.8875,0.5299,0.3679,0.3885,0.6585,0.4887,0.6,1,1,1,3,1,0.05,3,0.8,0.8,0.5,5,sub_event_type
acled_sub_food_rain_text_all_0.5_4,1b746072aad4487b9b114d66b5cd8dc2,acled_sub_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,4,sub_event_type,0.3387,800,0.3458,0.3738,0.9625,0.5385,0.3762,0.3767,0.9878,0.5455,1,5,2,3,5,0,0.01,1,0.8,1,0.5,4,sub_event_type
acled_sub_food_rain_text_all_pca_0.5_5,57af96f983764ce3bb23d7a9a3221fc7,acled_sub_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,TRUE,0.5,5,sub_event_type,0.0364,75,0.3213,0.3704,1,0.5405,0.3837,0.3767,0.9878,0.5455,0.6,1,1,1,3,0,0.1,1,0.6,0.8,0.5,5,sub_event_type
acled_sub_food_rain_text_all_0.5_5,0c15ce486bfe44618682a28409ee9e41,acled_sub_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,5,sub_event_type,0.0574,800,0.3423,0.3721,1,0.5424,0.3751,0.3814,1,0.5522,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.5,5,sub_event_type
acled_event_food_rain_text_conflict_0.5_4,6ef19419d18e444db1c3bef3184ae5a1,acled_event_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,0.5,4,event_type,0.1402,782,0.3561,0.3692,0.9875,0.5374,0.3722,0.3814,1,0.5522,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.5,4,event_type
acled_event_food_rain_text_conflict_pca_0.5_5,c2e3da9a147442029763d2cef4c9cc5a,acled_event_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,TRUE,0.5,5,event_type,0.0371,38,0.3493,0.3704,1,0.5405,0.4004,0.3796,1,0.5503,0.8,5,0,5,7,0,0.1,0,0.6,0.6,0.5,5,event_type
acled_event_food_rain_text_conflict_0.5_5,9058e04e02c9413ebe2f0e10a5c604de,acled_event_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,0.5,5,event_type,0.0634,782,0.3589,0.3662,0.975,0.5324,0.3851,0.3803,0.9878,0.5492,0.6,1,0,3,3,1,0.1,0,0.8,1,0.5,5,event_type
acled_event_food_rain_text_all_0.5_4,97757ed746b248bfb97b38789e44ae8a,acled_event_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,4,event_type,0.3492,782,0.3454,0.3776,0.925,0.5362,0.3791,0.3707,0.9268,0.5296,1,5,2,3,5,0,0.01,1,0.8,1,0.5,4,event_type
acled_event_food_rain_text_all_pca_0.5_5,629a13dc6a78480fbae439e53da46440,acled_event_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,TRUE,0.5,5,event_type,0.1096,57,0.3383,0.3704,1,0.5405,0.3845,0.3796,1,0.5503,0.6,1,0.1,1,5,5,0.03,5,1,1,0.5,5,event_type
acled_event_food_rain_text_all_0.5_5,68e69433c54e45499ed933366f89c532,acled_event_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,5,event_type,0.1818,782,0.3513,0.3704,1,0.5405,0.366,0.3832,1,0.5541,0.6,10,2,5,5,1,0.05,1,0.8,0.6,0.5,5,event_type
acled_sub_food_rain_text_conflict_1_4,5bf6f15f215b44599542d856dcfc7d37,acled_sub_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,1,4,sub_event_type,0.438,800,0.3805,0.3313,0.8333,0.4741,0.3333,0.3086,0.931,0.4635,0.8,10,2,3,3,5,0.01,5,0.8,0.8,1,4,sub_event_type
acled_sub_food_rain_text_conflict_pca_1_5,7267ce3f9adc4dfa8223dfb92ef8c178,acled_sub_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,TRUE,1,5,sub_event_type,0.386,56,0.3822,0.314,0.9848,0.4762,0.3573,0.2709,0.9483,0.4215,0.6,1,0,1,3,1,0.01,1,0.6,1,1,5,sub_event_type
acled_sub_food_rain_text_conflict_1_5,71c54fe30370461da66aafa65a699aa7,acled_sub_food_rain_text_conflict,TRUE,TRUE,TRUE,TRUE,FALSE,1,5,sub_event_type,0.3402,800,0.3947,0.3056,1,0.4681,0.3385,0.2685,1,0.4234,0.6,1,0,1,3,1,0.01,1,0.6,1,1,5,sub_event_type
acled_sub_food_rain_text_all_1_4,10159f117b064abd8395f5c02292a02b,acled_sub_food_rain_text_all,TRUE,TRUE,TRUE,FALSE,FALSE,1,4,sub_event_type,0.0466,800,0.3273,0.3084,1,0.4714,0.332,0.2664,0.9828,0.4191,0.6,1,0,3,3,1,0.1,0,0.8,1,1,4,sub_event_type
